sep=	
Time	Channel1	Channel2
0.000318	1	0.9812500000000001
0.00031999999999999997	1	0.9875
0.00032199999999999997	1	0.9812500000000001
0.00032399999999999996	1	0.9875
0.000326	1	0.9875
0.000328	1	0.99375
0.00033	1	0.9812500000000001
0.000332	1	0.9875
0.000334	1.00625	0.9875
0.000336	1.00625	0.99375
0.000338	1	0.99375
0.00033999999999999997	1	0.9812500000000001
0.00034199999999999996	1	0.9875
0.00034399999999999996	1	0.9875
0.000346	1.00625	0.9875
0.000348	1.00625	0.99375
0.00035	1	0.9812500000000001
0.000352	1	0.9875
0.000354	1.00625	0.99375
0.000356	1	0.9875
0.000358	1.00625	0.99375
0.00035999999999999997	1	0.9875
0.00036199999999999996	1.00625	0.99375
0.00036399999999999996	1	0.9875
0.000366	1.00625	0.99375
0.000368	1	0.9875
0.00037	1	0.9875
0.000372	1	0.99375
0.000374	1.00625	0.99375
0.000376	1	0.9875
0.00037799999999999997	1.00625	1
0.00037999999999999997	1.00625	0.9875
0.00038199999999999996	1	0.99375
0.000384	1	0.99375
0.000386	1.00625	0.99375
0.000388	1.00625	0.99375
0.00039	1	0.99375
0.000392	1	1
0.000394	1.00625	0.99375
0.000396	1	0.99375
0.00039799999999999997	1.00625	1.00625
0.00039999999999999996	1	0.99375
0.00040199999999999996	1	0.99375
0.000404	1.00625	0.99375
0.000406	1	0.99375
0.000408	1	0.99375
0.00041	1.00625	0.99375
0.000412	1	0.99375
0.000414	1	0.99375
0.000416	1	0.99375
0.00041799999999999997	1.00625	1
0.00041999999999999996	1.00625	1
0.00042199999999999996	1	0.99375
0.000424	1.00625	0.99375
0.000426	1	0.99375
0.000428	1.00625	1
0.00043	1	0.99375
0.000432	1	0.99375
0.000434	1.00625	0.99375
0.00043599999999999997	1.00625	1
0.00043799999999999997	1	1
0.00043999999999999996	1.00625	0.99375
0.00044199999999999996	1	1
0.000444	1.00625	1
0.000446	1	1
0.000448	1	0.99375
0.00045	1	0.99375
0.000452	1.00625	0.99375
0.000454	1.00625	1
0.00045599999999999997	1	0.99375
0.00045799999999999997	1	1
0.00045999999999999996	1.00625	1
0.00046199999999999995	1	0.99375
0.000464	1	0.99375
0.000466	1	1
0.000468	1.00625	1
0.00047	1	1
0.000472	1.00625	0.99375
0.000474	1.00625	1.00625
0.00047599999999999997	1	1
0.00047799999999999996	1.00625	1
0.00047999999999999996	1.00625	1
0.00048199999999999995	1	1
0.000484	1.00625	1
0.000486	1.00625	1
0.000488	1	0.99375
0.00049	1.00625	1
0.0004919999999999999	1.00625	1.00625
0.000494	1.00625	1
0.000496	1.00625	1
0.000498	1	1
